Total Nacional;Municipios;Indicadores;Sexo;Periodo;Total
Total Nacional;;Renta neta media anual por unidad de consumo (Euros);Hombres;2012;""
Total Nacional;;Renta neta media anual por unidad de consumo (Euros);Hombres;2011;""
Total Nacional;;Renta neta media anual por unidad de consumo (Euros);Hombres;2010;""
Total Nacional;Albacete;Tasa de desempleo (Porcentaje);Total;2023;11,77
Total Nacional;Albacete;Tasa de desempleo (Porcentaje);Total;2022;11,95
Total Nacional;Albacete;Tasa de desempleo (Porcentaje);Total;2021;14,75
Total Nacional;Albacete;Tasa de desempleo (Porcentaje);Total;2020;17,21
Total Nacional;Albacete;Tasa de desempleo (Porcentaje);Total;2019;15,64
Total Nacional;Albacete;Tasa de desempleo (Porcentaje);Total;2018;18,64
Total Nacional;Albacete;Tasa de desempleo (Porcentaje);Total;2017;21,66
Total Nacional;Albacete;Tasa de desempleo (Porcentaje);Total;2016;21,07
Total Nacional;Albacete;Tasa de desempleo (Porcentaje);Total;2015;22,52
Total Nacional;Albacete;Tasa de desempleo (Porcentaje);Total;2014;24,69
Total Nacional;Albacete;Tasa de desempleo (Porcentaje);Total;2013;28,11
Total Nacional;Albacete;Tasa de desempleo (Porcentaje);Total;2012;28,31
Total Nacional;Albacete;Tasa de desempleo (Porcentaje);Total;2011;21,83
Total Nacional;Albacete;Tasa de desempleo (Porcentaje);Total;2010;19,92
Total Nacional;Albacete;Tasa de desempleo (Porcentaje);Mujeres;2023;""
Total Nacional;Albacete;Tasa de desempleo (Porcentaje);Mujeres;2022;""
Total Nacional;Albacete;Tasa de desempleo (Porcentaje);Mujeres;2021;""
Total Nacional;Albacete;Tasa de desempleo (Porcentaje);Mujeres;2020;""
Total Nacional;Albacete;Tasa de desempleo (Porcentaje);Mujeres;2019;""
Total Nacional;Albacete;Tasa de desempleo (Porcentaje);Mujeres;2018;""
Total Nacional;Albacete;Tasa de desempleo (Porcentaje);Mujeres;2017;""
Total Nacional;Albacete;Tasa de desempleo (Porcentaje);Mujeres;2016;""
Total Nacional;Albacete;Tasa de desempleo (Porcentaje);Mujeres;2015;""
Total Nacional;Albacete;Tasa de desempleo (Porcentaje);Mujeres;2014;""
Total Nacional;Albacete;Tasa de desempleo (Porcentaje);Mujeres;2013;""
Total Nacional;Albacete;Tasa de desempleo (Porcentaje);Mujeres;2012;""
Total Nacional;Albacete;Tasa de desempleo (Porcentaje);Mujeres;2011;""
Total Nacional;Albacete;Tasa de desempleo (Porcentaje);Mujeres;2010;""
Total Nacional;Albacete;Tasa de desempleo (Porcentaje);Hombres;2023;""
Total Nacional;Albacete;Tasa de desempleo (Porcentaje);Hombres;2022;""
Total Nacional;Albacete;Tasa de desempleo (Porcentaje);Hombres;2021;""
Total Nacional;Albacete;Tasa de desempleo (Porcentaje);Hombres;2020;""
Total Nacional;Albacete;Tasa de desempleo (Porcentaje);Hombres;2019;""
Total Nacional;Albacete;Tasa de desempleo (Porcentaje);Hombres;2018;""
Total Nacional;Albacete;Tasa de desempleo (Porcentaje);Hombres;2017;""
Total Nacional;Albacete;Tasa de desempleo (Porcentaje);Hombres;2016;""
Total Nacional;Albacete;Tasa de desempleo (Porcentaje);Hombres;2015;""
Total Nacional;Albacete;Tasa de desempleo (Porcentaje);Hombres;2014;""
Total Nacional;Albacete;Tasa de desempleo (Porcentaje);Hombres;2013;""
Total Nacional;Albacete;Tasa de desempleo (Porcentaje);Hombres;2012;""
Total Nacional;Albacete;Tasa de desempleo (Porcentaje);Hombres;2011;""
Total Nacional;Albacete;Tasa de desempleo (Porcentaje);Hombres;2010;""
Total Nacional;Albacete;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Total;2023;88,17
Total Nacional;Albacete;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Total;2022;88,11
Total Nacional;Albacete;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Total;2021;85,29
Total Nacional;Albacete;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Total;2020;82,75
Total Nacional;Albacete;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Total;2019;84,35
Total Nacional;Albacete;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Total;2018;81,93
Total Nacional;Albacete;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Total;2017;78,62
Total Nacional;Albacete;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Total;2016;79,57
Total Nacional;Albacete;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Total;2015;77,8
Total Nacional;Albacete;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Total;2014;75,7
Total Nacional;Albacete;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Total;2013;72,24
Total Nacional;Albacete;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Total;2012;72,26
Total Nacional;Albacete;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Total;2011;78,62
Total Nacional;Albacete;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Total;2010;80,61
Total Nacional;Albacete;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Mujeres;2023;""
Total Nacional;Albacete;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Mujeres;2022;""
Total Nacional;Albacete;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Mujeres;2021;""
Total Nacional;Albacete;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Mujeres;2020;""
Total Nacional;Albacete;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Mujeres;2019;""
Total Nacional;Albacete;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Mujeres;2018;""
Total Nacional;Albacete;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Mujeres;2017;""
Total Nacional;Albacete;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Mujeres;2016;""
Total Nacional;Albacete;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Mujeres;2015;""
Total Nacional;Albacete;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Mujeres;2014;""
Total Nacional;Albacete;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Mujeres;2013;""
Total Nacional;Albacete;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Mujeres;2012;""
Total Nacional;Albacete;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Mujeres;2011;""
Total Nacional;Albacete;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Mujeres;2010;""
Total Nacional;Albacete;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Hombres;2023;""
Total Nacional;Albacete;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Hombres;2022;""
Total Nacional;Albacete;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Hombres;2021;""
Total Nacional;Albacete;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Hombres;2020;""
Total Nacional;Albacete;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Hombres;2019;""
Total Nacional;Albacete;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Hombres;2018;""
Total Nacional;Albacete;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Hombres;2017;""
Total Nacional;Albacete;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Hombres;2016;""
Total Nacional;Albacete;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Hombres;2015;""
Total Nacional;Albacete;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Hombres;2014;""
Total Nacional;Albacete;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Hombres;2013;""
Total Nacional;Albacete;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Hombres;2012;""
Total Nacional;Albacete;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Hombres;2011;""
Total Nacional;Albacete;Proporción de ocupados entre 20-64 años sobre la población activa (Porcentaje);Hombres;2010;""
Total Nacional;Albacete;Tasa de actividad (Porcentaje);Total;2023;59,85
Total Nacional;Albacete;Tasa de actividad (Porcentaje);Total;2022;59,6
Total Nacional;Albacete;Tasa de actividad (Porcentaje);Total;2021;58,87
Total Nacional;Albacete;Tasa de actividad (Porcentaje);Total;2020;58,19
Total Nacional;Albacete;Tasa de actividad (Porcentaje);Total;2019;59,4
Total Nacional;Albacete;Tasa de actividad (Porcentaje);Total;2018;60,54
Total Nacional;Albacete;Tasa de actividad (Porcentaje);Total;2017;60,14
Total Nacional;Albacete;Tasa de actividad (Porcentaje);Total;2016;60,7
Total Nacional;Albacete;Tasa de actividad (Porcentaje);Total;2015;60,61
Total Nacional;Albacete;Tasa de actividad (Porcentaje);Total;2014;60,85
Total Nacional;Albacete;Tasa de actividad (Porcentaje);Total;2013;60,9
Total Nacional;Albacete;Tasa de actividad (Porcentaje);Total;2012;60,6
Total Nacional;Albacete;Tasa de actividad (Porcentaje);Total;2011;61,8
Total Nacional;Albacete;Tasa de actividad (Porcentaje);Total;2010;61,13
Total Nacional;Albacete;Tasa de actividad (Porcentaje);Mujeres;2023;""
Total Nacional;Albacete;Tasa de actividad (Porcentaje);Mujeres;2022;""
Total Nacional;Albacete;Tasa de actividad (Porcentaje);Mujeres;2021;""
Total Nacional;Albacete;Tasa de actividad (Porcentaje);Mujeres;2020;""
Total Nacional;Albacete;Tasa de actividad (Porcentaje);Mujeres;2019;""
Total Nacional;Albacete;Tasa de actividad (Porcentaje);Mujeres;2018;""
Total Nacional;Albacete;Tasa de actividad (Porcentaje);Mujeres;2017;""
Total Nacional;Albacete;Tasa de actividad (Porcentaje);Mujeres;2016;""
Total Nacional;Albacete;Tasa de actividad (Porcentaje);Mujeres;2015;""
Total Nacional;Albacete;Tasa de actividad (Porcentaje);Mujeres;2014;""
Total Nacional;Albacete;Tasa de actividad (Porcentaje);Mujeres;2013;""
Total Nacional;Albacete;Tasa de actividad (Porcentaje);Mujeres;2012;""
Total Nacional;Albacete;Tasa de actividad (Porcentaje);Mujeres;2011;""
Total Nacional;Albacete;Tasa de actividad (Porcentaje);Mujeres;2010;""
Total Nacional;Albacete;Tasa de actividad (Porcentaje);Hombres;2023;""
Total Nacional;Albacete;Tasa de actividad (Porcentaje);Hombres;2022;""
Total Nacional;Albacete;Tasa de actividad (Porcentaje);Hombres;2021;""
Total Nacional;Albacete;Tasa de actividad (Porcentaje);Hombres;2020;""
Total Nacional;Albacete;Tasa de actividad (Porcentaje);Hombres;2019;""
Total Nacional;Albacete;Tasa de actividad (Porcentaje);Hombres;2018;""
Total Nacional;Albacete;Tasa de actividad (Porcentaje);Hombres;2017;""
Total Nacional;Albacete;Tasa de actividad (Porcentaje);Hombres;2016;""
Total Nacional;Albacete;Tasa de actividad (Porcentaje);Hombres;2015;""
Total Nacional;Albacete;Tasa de actividad (Porcentaje);Hombres;2014;""
Total Nacional;Albacete;Tasa de actividad (Porcentaje);Hombres;2013;""
Total Nacional;Albacete;Tasa de actividad (Porcentaje);Hombres;2012;""
Total Nacional;Albacete;Tasa de actividad (Porcentaje);Hombres;2011;""
Total Nacional;Albacete;Tasa de actividad (Porcentaje);Hombres;2010;""
Total Nacional;Albacete;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Total;2023;""
Total Nacional;Albacete;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Total;2022;72,26
Total Nacional;Albacete;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Total;2021;74,26
Total Nacional;Albacete;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Total;2020;73,05
Total Nacional;Albacete;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Total;2019;72,8
Total Nacional;Albacete;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Total;2018;73,44
Total Nacional;Albacete;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Total;2017;75,31
Total Nacional;Albacete;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Total;2016;78,44
Total Nacional;Albacete;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Total;2015;78,21
Total Nacional;Albacete;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Total;2014;78,46
Total Nacional;Albacete;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Total;2013;73,47
Total Nacional;Albacete;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Total;2012;77,84
Total Nacional;Albacete;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Total;2011;76,92
Total Nacional;Albacete;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Total;2010;75,98
Total Nacional;Albacete;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Mujeres;2023;""
Total Nacional;Albacete;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Mujeres;2022;""
Total Nacional;Albacete;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Mujeres;2021;""
Total Nacional;Albacete;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Mujeres;2020;""
Total Nacional;Albacete;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Mujeres;2019;""
Total Nacional;Albacete;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Mujeres;2018;""
Total Nacional;Albacete;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Mujeres;2017;""
Total Nacional;Albacete;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Mujeres;2016;""
Total Nacional;Albacete;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Mujeres;2015;""
Total Nacional;Albacete;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Mujeres;2014;""
Total Nacional;Albacete;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Mujeres;2013;""
Total Nacional;Albacete;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Mujeres;2012;""
Total Nacional;Albacete;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Mujeres;2011;""
Total Nacional;Albacete;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Mujeres;2010;""
Total Nacional;Albacete;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2023;""
Total Nacional;Albacete;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2022;""
Total Nacional;Albacete;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2021;""
Total Nacional;Albacete;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2020;""
Total Nacional;Albacete;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2019;""
Total Nacional;Albacete;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2018;""
Total Nacional;Albacete;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2017;""
Total Nacional;Albacete;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2016;""
Total Nacional;Albacete;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2015;""
Total Nacional;Albacete;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2014;""
Total Nacional;Albacete;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2013;""
Total Nacional;Albacete;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2012;""
Total Nacional;Albacete;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2011;""
Total Nacional;Albacete;Proporción de empleo en servicios (NACE Rev.2 G-U) (Porcentaje);Hombres;2010;""
Total Nacional;Albacete;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Total;2023;""
Total Nacional;Albacete;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Total;2022;12,24
Total Nacional;Albacete;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Total;2021;10,45
Total Nacional;Albacete;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Total;2020;10,25
Total Nacional;Albacete;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Total;2019;11,06
Total Nacional;Albacete;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Total;2018;11,19
Total Nacional;Albacete;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Total;2017;10,23
Total Nacional;Albacete;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Total;2016;9,18
Total Nacional;Albacete;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Total;2015;9,03
Total Nacional;Albacete;Proporción de empleo en industria (NACE Rev.2 B-E) (Porcentaje);Total;2014;8,92
